ticker,name,market,exchange,sector,industry,market_cap,cap
004990,Lotte Confectionery Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
00499K,LOTTE Corporation,KOSPI,KO,기타,,0,SmallCap
005010,Husteel Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005070,Cosmoam&T,KOSPI,KO,기타,,0,SmallCap
005090,Samkwang Glass Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005180,Binggrae,KOSPI,KO,기타,,0,SmallCap
005250,Green Cross Holdings Corp.,KOSDAQ,KQ,기타,,0,SmallCap
005257,Green Cross Holdings Corp. Pfd. Series 2,KOSDAQ,KQ,기타,,0,SmallCap
005300,Lotte Chilsung Beverage Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005305,Lotte Chilsung Beverage Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
005320,Kukdong Corp.,KOSDAQ,KQ,기타,,0,SmallCap
005360,Monami Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005380,Hyundai Motor Co. Ltd.,KOSPI,KO,기타,,0,SmallCap
005385,Hyundai Motor Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
005387,Hyundai Motor Co. Ltd. Pfd. Series 2,KOSDAQ,KQ,기타,,0,SmallCap
005389,Hyundai Motor Co. Ltd. Pfd. Series 3,KOSDAQ,KQ,기타,,0,SmallCap
005420,Cosmo Chem,KOSPI,KO,기타,,0,SmallCap
005430,Korea Airport Service Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005440,Hyundai Greenfood Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005490,POSCO,KOSDAQ,KQ,기타,,0,SmallCap
005500,Samjin Pharmaceutical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005610,Samlip General Foods Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005680,Samyoung Electronics Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005690,Pharmicell Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005720,Nexen Corp.,KOSDAQ,KQ,기타,,0,SmallCap
005725,Nexen Corp. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
005740,Crown Confec,KOSPI,KO,기타,,0,SmallCap
005745,CrownHaitai Holdings Co Ltd Preference Shares,KOSPI,KO,기타,,0,SmallCap
005750,Daelim B&Co,KOSPI,KO,기타,,0,SmallCap
005800,Shinyoung Waco,KOSPI,KO,기타,,0,SmallCap
005810,Poongsan Holdings Corp.,KOSDAQ,KQ,기타,,0,SmallCap
005820,Wonlim Corp.,KOSDAQ,KQ,기타,,0,SmallCap
005830,Dongbu Insurance Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005850,SL Corp.,KOSDAQ,KQ,기타,,0,SmallCap
005870,Huneed Tech,KOSPI,KO,기타,,0,SmallCap
005880,Korea Line Corp.,KOSDAQ,KQ,기타,,0,SmallCap
005930,Samsung Electronics Co Ltd,KOSPI,KO,기타,,0,SmallCap
005935,Samsung Electronics Co Pref,KOSPI,KO,기타,,0,SmallCap
005940,NH Investment & Securities Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005945,NH Investment & Securities Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
005950,ISU Chemical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
005960,Dongbu,KOSPI,KO,기타,,0,SmallCap
005965,Dongbu Corp,KOSPI,KO,기타,,0,SmallCap
006040,Dongwon Industries Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
006060,Hwaseung Industries Co Ltd,KOSPI,KO,기타,,0,SmallCap
006090,Oyang Corp.,KOSDAQ,KQ,기타,,0,SmallCap
006110,Sam-A Aluminium Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
006120,SK Discovery Co Ltd,KOSPI,KO,기타,,0,SmallCap
006125,SK Discovery Co Ltd,KOSPI,KO,기타,,0,SmallCap
006200,KEC Holdings Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
006220,Jeju Bank,KOSDAQ,KQ,기타,,0,SmallCap
006260,LS Corp.,KOSDAQ,KQ,기타,,0,SmallCap
006280,Green Cross Corp.,KOSDAQ,KQ,기타,,0,SmallCap
006340,Daewon Cable,KOSPI,KO,기타,,0,SmallCap
006345,Daewon Cable Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
006360,GS Engineering & Construction Corp.,KOSDAQ,KQ,기타,,0,SmallCap
006370,Daegu Dept Sto,KOSPI,KO,기타,,0,SmallCap
006400,Samsung SDI,KOSPI,KO,기타,,0,SmallCap
006405,Samsung SDI Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
006490,Inscobee Inc.,KOSDAQ,KQ,기타,,0,SmallCap
006570,Daelim Trading,KOSPI,KO,기타,,0,SmallCap
006620,DongKoo Bio&Pharma Co. Ltd,KOSDAQ,KQ,기타,,0,SmallCap
006650,Korea Petrochemical Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
006660,Samsung Climate Control Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
